Sample_id,LUM_92,LUM_85,LUM_80,LUM_75,LUM_73,LUM_67,LUM_62,LUM_58,LUM_57,LUM_55,LUM_53,LUM_46,LUM_42,LUM_39,LUM_31,LUM_317,LUM_313,LUM_29,LUM_248,LUM_247,LUM_246,LUM_245,LUM_244,LUM_243,LUM_242,LUM_241,LUM_240,LUM_239,LUM_238,LUM_237,LUM_236,LUM_235,LUM_234,LUM_233,LUM_232,LUM_231,LUM_230,LUM_229,LUM_228,LUM_227,LUM_226,LUM_225,LUM_223,LUM_139,LUM_138,LUM_115,LUM_108,LUM_105,LUM_103,LUM_06,LUM_01,LUM3_976,LUM3_972,LUM3_969,LUM3_796,LUM3_583,LUM3_570,LUM3_566,LUM3_556,LUM3_546,LUM3_188,LUM3_185,LUM3_182,LUM3_181,LUM3_173,LUM3_170,LUM3_168,LUM3_156,IGRR015,IGRR014,IGRR013,IGRR012,IGRR011,IGRR010,IGRR009,IGRR008,IGRR007,IGRR006,IGRR005,IGRR004,IGRR003,IGRR002,IGRR001
GGB9695_SGB15209,0.00022,0,0.0,0,0,0.0,0.011,0.0,0.0,0.0,0,0.00189,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.01619,0.00065,0.0,0.0,0.0,0.0,0,0.22052,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.00058,0.0,0.0,0.0,0,0,0.0,0.00043,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.002,0.0,0.0,0.0,0.00296,0.0,0.00461,0.0
Clostridium_leptum,0.00557,0,0.0635,0.00306,0.00477,0.0,0.0022,0.02584,0.0,0.02558,0.05466,0.03797,0.0,0.00503,0.04271,0.02823,0.00197,0.00835,0.01729,0.00188,0.00438,0.01263,0,0.27488,0.0,0.00968,0.012,0.01918,0.00406,0.00443,0.0213,0.38335,0.01461,0.0,0.00756,0.02776,0.00079,0.00153,0.00251,0.0,0.02663,0.0,0.01491,0.00304,0.004,0.2193,0.01326,0.02817,0.02122,0.04955,0.01763,0.00456,0.04094,0.01738,0.0,0.01487,0.18683,0.00076,0,0.0,0.00536,0.00991,0.02889,0.01283,0.00178,0,0.00219,0.01469,0.0,0.01108,0.0034,0.0835,0.76737,0.0044,0.0,0.02224,0.18311,0.01202,0.00124,0.01515,0.00566,0.00455,0.17524
Alistipes_ihumii,0,0.02622,0.2925,0.88564,0.18958,0.0,0.16432,0.0,0.0,0.0,0.01832,0.43687,0.0,0,0.13641,0.0,0.0,0.15552,1.10596,0.06464,0.01687,0.09773,0,0.03871,0.0,0.00972,1.19895,0.57778,0.0592,0,0.04877,0.54481,0.08202,0.0,0,1.62579,0.0,0.0,0.10171,0.02769,0.15639,0.02218,0.33915,0.06668,0.09812,0.0,0.71074,0.06003,0.17175,0.0,0.17542,0.00958,0.0216,1.00421,0.0,0.0,0.8286,0.02509,0.02861,0.01479,0.04923,0.05813,0.12811,0,0.00767,0.25667,0,0.83371,0.0,0.01074,0,1.05781,0.0,0,0.18018,0,0.0,0.28973,0.0,0.06389,0.00989,0.00454,0.12537
Lawsonibacter_sp_NSJ_51,0.03036,0.0428,0.01595,0.00201,0,0.00967,0.0051,0.0,0.0,0.00468,0.00821,0.01908,0.0,0.01248,0,0.0,0.0157,0,0.0,0.00496,0.00983,0,0,0.0,0.0,0.06383,0.02084,0,0.05718,0,0.00204,0.0,0.0,0.0,0.00066,0.06333,0.00091,0.00782,0.02244,0.0,0.03135,0.03723,0.01748,0,0.0,0.0,0.03085,0.01317,0.3815,0.00304,0,0.01468,0.0,0.0,0.0,0.0,0.01511,0,0.00059,0.00639,0.0,0.00185,0.0,0.00658,0.0044,0,0,0.01267,0.0,0.37483,0.13111,0.24181,0.00331,0.02691,0.0,0.00059,0.02225,0.02098,0.01761,0,0.00444,0.0045,0.0
Candidatus_Avimicrobium_caecorum,0.1433,0.03032,0.0,0,0.01363,0.0,0.04412,0.0,0.0,0.07524,0.02253,0.05565,0.04816,0.07878,0.09004,0.05146,0.01405,0,0.05002,0,0.06792,0,0,0.0,0.01447,0.00397,0.0,0.05581,0.1538,0.04802,0.04349,0.0,0.05787,0.0,0,0.03108,0.0,0.03943,0.04139,0.0,0.03663,0.02396,0.09743,0.0248,0.08137,0.0,0.04812,0,0,0.04247,0.05028,0,0.0515,0.01307,0.02159,0.05064,0.01381,0.05853,0.049,0.07555,0.0503,0.04317,0.0,0.03141,0.00038,0.01577,0.06001,0.04301,0.0,0,0.07353,0.1192,0.01241,0.12751,0.0633,0.11634,0.0,0.0635,0.02378,0.01674,0.08572,0.00441,0.0
GGB6546_SGB9245,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.19063,0,0.0,0.0,0,0.0,0,0.0,0,0,0.01128,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.23742,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.04308,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0044,0.0
Lachnospiraceae_bacterium_NSJ_29,0.01302,0,0.00147,0,0.01004,0.0,0.00967,0.0,0.0,0.00301,0.00113,0.0,0.0,0,0,0.00393,0.0,0,0.00375,0,0.0,0.00032,0.05347,0.0,0.00034,0.0,0.0,0.01563,0,0,0.0,0.0,0.00131,0.0,0.00203,0.00082,0.0,0.0,0,0.0,0.00684,0.0,0.0,0.00025,0.0,0.11448,0.01134,0,0.01403,0.00013,0.00257,0.01247,0.00466,0.02627,0.00027,0.0,0.00403,0.00407,0.00181,0.0,0.00012,0,0.01332,0.00112,0.00564,0.0043,0,0.00102,0.0,0.00157,0.00301,0.03546,0.01923,0.00104,0.00107,0,0.00229,0.0,0.00028,0.00361,0.0,0.00428,0.00159
GGB9540_SGB14943,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.01314,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.04302,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.00364,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.00413,0.0
GGB9582_SGB15000,0,0.00034,0.0,0,0,0.0,0.00396,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.03745,0.00271,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.00167,0.0,0.0,0.0,0,0.0,0.00396,0.0
Fusicatenibacter_saccharivorans,0,0.08633,0.09407,1.76023,0.03175,0.26556,0.49582,0.31009,0.21357,0.41667,0.02352,0.95348,0.0,0.65029,0.36444,0.15785,0.05652,0.53798,1.44229,0.06213,0.43678,0.07472,0,0.2025,0.05721,0.31922,0.41852,0.7333,0.03301,0.01071,0.25671,0.08988,0.06364,0.0,0.1402,0.13279,0.39538,0.19328,0.03976,0.08717,1.3806,0.15762,0.21211,1.07524,0.12229,0.0241,0,1.24094,0.04709,0.42695,0.24799,0.21906,0.0,0.14962,0.08188,0.24843,0.42306,0.6002,1.25085,0.18764,0.17944,1.48358,0.10181,0.22464,0.00771,0.01252,0.22895,0.40287,0.0,0.15261,0.33309,0.04851,0.35643,0.22669,0.38905,0.26751,0.16887,0.1391,1.51222,0.31539,0.03561,0.00383,0.15436
Clostridiales_bacterium_NSJ_40,0.0014,0.00052,0.0,0,0,0.0,0.00203,0.00434,0.0,0.0,0.01074,0.00078,0.0,0.00092,0,0.0,0.00039,0,0.0,0.00108,0.00213,0.00528,0,0.0,0.0,0.00782,0.00482,0.00649,0,0.03036,0.0,0.0,0.0,0.0,0.00438,0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0,0.00227,0.0,0.01857,0.00036,0.01264,0.01069,0.0,0.00327,0.00077,0.00067,0.0,0.0,0.00117,0.0051,0,0,0.0,0.0,0,0.0,0.00047,0.00028,0,0.00588,0.00107,0.0,0.00018,0,0.03744,0.05407,0.0027,0.0,0,0.0,0.00379,0.01324,0.00046,0.0,0.0036,0.0
Clostridium_sp_AM22_11AC,0,0.03387,0.03737,0.20654,0.2235,0.0,0.61027,0.15176,0.48454,0.00022,0.00796,0.14837,0.42156,0.0676,0.05428,0.21158,0.01488,0.57862,0.07082,0.13339,0.10436,0,0,0.1227,2.34909,0.13945,0.0,0.11222,0.3784,0.15469,0.0,0.0,0.23678,0.0,0.12686,0.00745,0.10613,0.15258,0.02577,0.2887,0.08249,0.00176,0.05719,0.00763,0.0,0.19915,0.09765,0.37442,0.13387,0.18489,0.21556,0.42905,0.0,0.0,0.31133,0.01887,0.01971,0.17112,0.02502,0.21028,0.45854,0.135,0.2166,0.05741,0.02067,0,0.02826,0.08782,0.0,0.00251,0.18431,0.14478,0.00448,0.02659,0.0,0.19125,0.0,0.0,0.19646,0.11722,0.07411,0.00356,0.42023
Eubacterium_ventriosum,0,0.00037,0.0,0.0592,0.02719,0.0,0.04228,0.0,0.0,0.15089,0.02889,0.48026,0.0,0.19227,0.06635,0.11272,0.04514,0,0.19851,0.1773,0.00518,0,0,0.19305,0.12249,0.21402,0.0,0,0.02541,0,0.21308,0.11743,0.11566,0.0,0,0.23127,0.01873,0.01727,0.06618,0.02769,0.0,0.01199,0.23341,0.05635,0.0,0.0,0.00439,0.15218,0,0.02184,0.11852,0,0.46241,0.0,0.10333,0.0009,0.00489,0,0.00468,0.0,0.20404,0.01316,0.11446,0.00915,0,0.01211,0.04132,0.09196,0.0,0,0.02961,0.0,0.0,0,0.0,0.12822,0.0,0.07591,0.0,0.09648,0.01066,0.00351,0.0
Streptococcus_salivarius,0.0962,0.00444,0.73851,0.03191,0,0.17081,0.47183,0.01695,0.01139,0.00116,0.00822,0.0166,0.0,0,0.02075,0.15352,0.00743,0.02288,0.00877,0.01463,0.00537,0.02163,0,0.22695,0.2828,0.5125,0.0,0,0.42928,0.00828,0.0,0.00603,0.0,0.03636,0.01217,0,0.85119,0.0309,0,0.0,0.02581,0.00198,0.02192,0.13354,0.0043,0.0,0.01219,0.05072,0.9601,0.03308,0.01104,0.52208,0.0,0.49886,1.01013,0.11608,0.0815,0.05844,0.03734,0.0,0.00501,0.00112,1.08602,0,0,0,0.01343,0.07536,0.03096,0,0.27394,0.0,0.02469,0.00663,0.0,0.003,0.0,0.01827,0.00764,0.1282,0.00051,0.00351,0.0
Faecalicoccus_acidiformans,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.00351,0.0
Clostridia_unclassified_SGB66170,0.00575,0.00589,0.0,0,0,0.0,0.00642,0.0,0.0,0.0,0.01319,0.0,0.0,0.00083,0,0.0,0.0,0,0.0,0,0.00173,0,0,0.0,0.0,0.0,0.0,0,0.01236,0,0.00112,0.0,0.0,0.0,0,0.00278,0.0,0.0,0,0.0,0.00188,0.00101,0.0,0,0.0,0.0,0.02317,0.00513,0.03552,0.0,0,0.00103,0.0,0.01446,0.0,0.0,0.0,0,0,0.0,0.0,0,0.00195,0.00333,0,0,0,0,0.0,0,0,0.0,0.0,0.00211,0.0,0.0019,0.00339,0.0,0.0,0.00228,0.00094,0.00305,0.0
GGB9104_SGB14036,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.09452,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.00461,0.0,0,0.0,0.00304,0.0
GGB9610_SGB15045,0.08503,0.00442,0.0,0,0.00257,0.0,0.02978,0.0,0.0,0.02068,0.00317,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0029,0.0,0.0,0.0,0,0,0,0.00834,0.0,0.0,0.0,0,0.01185,0.0,0.0,0.10349,0.0,0.0008,0.00035,0.00785,0,0.0,0.0166,0,0.0086,0.09829,0.00174,0,0.01884,0.0,0.00666,0.0,0.0,0.0,0,0,0.0,0.00562,0.0071,0.0,0.03959,0.00215,0,0,0.00518,0.0,0,0,0.0,0.0,0.00336,0.0,0,0.00076,0.0,0.0,0.02069,0.0,0.003,0.0
GGB45432_SGB63101,0,0,0.01166,0,0.00427,0.0,0.00213,0.0157,0.0,0.0,0,0.00015,0.0,0,0,0.00119,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.00188,0,0,0,0.0,0.0,0.0,0.0,0,0.00246,0.0,0.0,0,0.0,0.0,0.00048,0.0,0.00133,0.0,0.0221,0.00425,0.00041,0.00268,0.0,0,0.00027,0.00118,0.0459,0.0,0.0,0.00252,0,0.00011,0.0,0.0,0.00272,0.01973,0.00552,0,0.00227,0,0.0018,0.0,0,0,0.00268,0.00219,0.00045,0.0,0.00077,0.01747,0.0,0.0,0,0.0,0.00298,0.0
GGB9559_SGB14969,0.03525,0.05291,0.0,0.00248,0.00701,0.0,0.05233,0.0,0.0,0.04714,0.01716,0.0,0.0,0.01435,0.03235,0.00928,0.00205,0.01892,0.06457,0,0.0,0,0,0.0,0.0,0.0,0.00455,0,0.00022,0.00074,0.0,0.00026,0.0,0.0,0,0,0.02021,0.12092,0.05935,0.01548,0.03229,0.0,0.0,0.02983,0.0,0.0,0,0.01463,0,0.01315,0.02639,0,0.04943,0.0,0.01738,0.00059,0.0,0,0.02494,0.01535,0.0,0,0.0,0.00157,0.00319,0.00059,0.03264,0,0.0,0,0.004,0.04768,0.0211,0.01595,0.0,0,0.0,0.0,0.00143,0,0.0,0.00295,0.0
Clostridiales_bacterium_KLE1615,0.09795,0.06307,0.10261,0.18956,0.01056,0.0,0.03325,0.25894,0.0309,0.48173,0.02063,0.05748,0.0,0.05447,0.19866,0.03057,0.00843,0.08233,0.27339,0,0.08783,0,0,0.27964,0.0,0.0451,0.0027,0.08268,0.07567,0.06281,0.03927,0.02656,0.12919,0.04547,0.10761,0.09921,0.51347,0.4078,0.03642,0.08075,0.3248,0.00729,0.04485,0.18502,0.08527,0.0,0.01407,0.09879,0,0.05699,0.17958,0.12457,0.19868,0.0,0.12364,0.52465,0.06535,1.47636,0.24987,0.04325,0.03262,0.20511,0.00297,0.04152,0,0.00119,0.07052,0.0155,0.0,0.17019,0.12359,0.0779,0.03507,0.08479,0.0,0.05287,0.02708,0.02203,0.03047,0.07307,0.06088,0.00275,0.07083
Holdemania_sp_Marseille_P2844,0.04412,0.00784,0.0,0,0.03591,0.0,0.0,0.0,0.0,0.02174,0,0.00896,0.0,0,0,0.0,0.04082,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.00132,0,0,0.01404,0.09212,0.0,0.0,0.0411,0,0.0,0.00919,0,0.0,0.0,0.0,0.0,0,0.02194,0.0,0,0,0,0.0,0.00932,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.06501,0.0,0,0,0.0,0.02658,0,0.0,0.01825,0.0,0.0,0.0,0.00762,0.0,0.00275,0.01278
Dorea_sp_AF24_7LB,0.0041,0.00027,0.01424,0.00861,0,0.0,0.00112,0.0,0.0,0.0,0,0.00354,0.0,0.01127,0.01238,0.02542,0.0,0,0.00952,0,0.0,0,0,0.00535,0.0,0.00742,0.0,0.07134,0,0.00126,0.0,0.0,0.0,0.0,0.04782,0.01287,0.00624,0.0,0,0.00461,0.00737,0.0,0.00169,0,0.0,0.0,0,0.00746,0.00814,0.01107,0.01276,0.00473,0.04044,0.16881,0.00777,0.00057,0.0096,0,0.00016,0.00338,0.0,0,0.06259,0.00116,0,0.00264,0.00143,0.00009,0.0,0,0.0011,0.01806,0.08107,0.00193,0.02258,0.00963,0.0,0.0,0.0,0.00883,0.00778,0.0026,0.0
Clostridiales_bacterium_BX7,0,0.00062,0.0,0,0,0.0,0.00482,0.0,0.0,0.0,0,0.0,0.0,0,0.0065,0.0,0.0,0,0.0,0.00209,0.00253,0,0,0.00066,0.0,0.00251,0.0,0,0.00417,0.00326,0.0,0.0,0.0,0.0,0.00671,0.00147,0.0,0.0,0.00277,0.0,0.00337,0.00055,0.00489,0,0.0,0.0,0,0.00415,0.00181,0.00053,0,0.00948,0.0,0.0,0.0,0.0,0.00238,0,0.00065,0.0,0.00058,0,0.0,0.0086,0.00284,0,0.00019,0.0056,0.0,0,0,0.0,0.0,0.00116,0.0,0,0.00153,0.00285,0.00079,0,0.0,0.00246,0.0
Oscillibacter_SGB15077,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.02934,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.00026,0.00049,0,0.0,0,0.00099,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.08853,0.05562,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.00047,0.0,0.0,0.03012,0.00208,0.00245,0.0
Clostridiaceae_unclassified_SGB4769,0.06284,0.03849,0.0,0,0.0109,0.0,0.0,0.0,0.0,0.0,0.00639,0.03889,0.0,0.09159,0.03869,0.0,0.00387,0,0.05438,0,0.08013,0.04396,0,0.0,0.0,0.04042,0.0,0.02469,0,0.02339,0.0,0.0,0.0,0.0,0.06077,0,0.0,0.03985,0,0.08685,0.0,0.002,0.0,0.00966,0.0,0.0121,0,0.07912,0,0.0,0.04699,0.00824,0.0,0.0,0.06693,0.00905,0.0,0.12025,0.00583,0.0,0.06281,0.01321,0.0,0.02162,0,0.00771,0.04162,0,0.0,0,0.01157,0.00476,0.00207,0,0.0,0,0.0,0.1261,0.01237,0,0.01051,0.00244,0.03525
Merdimonas_faecis,0,0,0.0,0,0,0.0,0.0,0.00998,0.0,0.008,0,0.0,0.0,0,0,0.00395,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.00519,0,0,0,0.0,0.0,0.0,0.0,0.00358,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.11639,0.0,0.0,0.0,0.00343,0,0.0,0.0,0,0.06725,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.00239,0.0
Phocaeicola_vulgatus,0,2.98365,7.98845,4.44751,10.5896,0.0027,10.97481,0.00189,10.32332,3.40224,1.94348,5.36367,39.00183,0.01068,3.13439,5.48137,0.50495,19.43467,0.0,5.28308,2.72799,3.63361,16.38409,3.85026,27.97473,3.67035,0.00288,10.1746,0.90403,1.52962,4.98308,15.53613,1.50568,19.19813,3.19205,5.54765,2.25888,3.56533,0.8494,0.81757,9.92381,1.60351,0.0,0.7306,4.39321,7.35617,6.511,8.33919,2.12934,8.29118,13.11793,1.53893,4.71396,2.57078,0.70575,0.26792,1.49136,1.37204,4.48365,1.5028,5.519,3.89496,16.0622,1.02769,0.61726,13.33331,2.49151,1.30657,19.63272,5.44772,4.80931,0.48079,1.6815,1.14525,0.09598,15.54839,1.16751,0.0,12.35118,11.51443,6.33769,0.00235,10.86634
Flavonifractor_sp_An100,0.01712,0,0.0,0,0,0.0,0.0241,0.0,0.0,0.0,0,0.0,0.0,0,0.00416,0.0,0.0,0,0.0,0,0.00506,0,0,0.0,0.0,0.0,0.0,0.0016,0,0,0.00039,0.0,0.0,0.0,0,0,0.0,0.0,0.00118,0.0,0.0,0.0,0.0,0,0.0,0.00656,0,0,0,0.0,0,0,0.00205,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.00008,0.0,0,0,0,0.00135,0,0.0,0,0.00494,0.0,0.0,0.00497,0.0,0,0.01537,0.01132,0.0,0,0.0,0.00235,0.0
GGB58158_SGB79798,0,0.00058,0.0,0.00258,0.00365,0.0,0.00197,0.0,0.0,0.00276,0.00056,0.00012,0.0,0.00315,0.00225,0.0004,0.00055,0,0.0,0.00121,0.00043,0.0032,0,0.00211,0.0,0.00126,0.00653,0.00201,0.00518,0,0.01585,0.0,0.0,0.02583,0.00145,0.0066,0.0,0.00097,0.01009,0.001,0.00014,0.00479,0.0,0.00996,0.0,0.00621,0.01117,0.01507,0.01501,0.00011,0,0.00608,0.00279,0.00767,0.0,0.0,0.00264,0.00344,0,0.00219,0.0,0,0.00144,0.00162,0.00101,0.00006,0.0009,0.00928,0.0,0.00098,0.00304,0.0,0.00624,0.00165,0.0,0.00133,0.0,0.00024,0.0,0.001,0.00183,0.00229,0.00234
Enterococcus_faecium,0,0,0.0,0,0,0.0,0.05487,0.00095,0.0,0.00629,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.10615,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.10733,0.0,0.51781,0.05004,0,0,0.09846,0,0.08162,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.00098,0.0,0.01591,0,0.0,0.06411,0,0.0,0,0.0,0.0,0.0,0,0.0,0.00209,0.02593
Lachnospiraceae_bacterium_WCA3_601_WT_6H,0.05475,0.04706,0.51062,1.45792,0.11932,0.0,0.046,0.02845,0.00309,0.07153,0,0.0,0.0,2.74555,0.3722,0.0,4.32547,0.31991,0.0,0.00797,1.34141,0.01906,0,1.47072,0.00333,0.012,0.07187,0,1.14013,1.46859,1.77919,0.0,0.0167,0.0,1.38124,0.81503,4.5669,0.81085,0.36473,0.04956,0.68555,4.89316,0.04323,0.84901,0.38388,0.0,0.00463,0.41004,0.24977,1.2157,0.04198,0,0.17324,0.0,1.76863,4.63809,0.00521,0.02055,0.0063,0.0636,0.14178,0.18105,0.0,1.95155,0.27356,0.12621,1.48793,1.02291,0.0,0,0.04254,0.0,0.0116,0.5528,0.02323,0.0128,0.0,0.47047,0.0,0.45559,10.47779,0.00207,0.00997
Merdibacter_massiliensis,0,0.00014,0.0,0.00157,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.00184,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.002,0,0.0,0.0,0,0,0,0.0,0,0.01382,0.0,0.0,0.0,0.0,0.0,0,0.00036,0.00078,0.0,0,0.0,0,0,0,0.00184,0,0.0,0,0,0.0,0.0,0.00036,0.0,0,0.0,0.0,0.0,0.00017,0.0022,0.00198,0.0
Blautia_wexlerae,0.42105,0.04711,0.0,0.2033,0.00611,1.25812,0.27898,0.12172,0.36837,0.12139,0.07188,0.53086,0.04835,0.07404,0.03742,1.09504,0.03327,0.37158,1.18103,0.06704,0.09719,0.24336,0.24132,0.09641,0.52965,0.07868,0.49857,0.90753,0.02343,0.0423,0.0573,0.03568,0.23614,0.31491,0.09431,0.56209,0.21131,0.06983,0.07055,0.05579,0.02199,0.05536,0.1616,0.04988,0.17832,0.16364,0.03144,0.09493,0.14232,0.20088,0.13897,2.30623,1.84859,0.48942,0.23738,0.0137,0.20742,0.05624,0.49834,0.07004,0.22529,0.59959,0.21689,0.01057,0.00076,0.17043,0.05838,0.16941,0.18172,0,0.01288,0.05406,0.5039,0.0604,0.24669,0.25243,0.04172,0.3406,0.14546,0.08714,0.0374,0.00195,0.30277
GGB3510_SGB4687,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.00283,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.01281,0,0,0.00103,0.0,0.0,0.0,0,0,0,0.00327,0.0,0.0,0.0,0,0.00011,0.0,0.0,0.02438,0.0,0.0,0.00423,0.0,0,0.0,0.0,0.00153,0,0.00274,0.04342,0,0.00206,0.0,0.0,0.0,0.0,0.0,0.00261,0,0.0,0.0,0,0.0,0,0,0,0.00044,0,0.0,0,0,0.0,0.0,0,0.0,0,0.00065,0.0,0.0,0.00123,0.00328,0.00187,0.00082
Lachnospiraceae_bacterium_OM04_12BH,0,0.00152,0.0,0.01251,0,0.0,0.00462,0.0,0.0,0.0,0,0.0,0.0,0.04474,0.00916,0.0,0.016,0,0.0,0.0284,0.0,0,0,0.0,0.0,0.0,0.00043,0,0,0.00149,0.0,0.0,0.0,0.0,0.01901,0,0.0,0.0,0.17069,0.0,0.0,0.01545,0.0,0.00585,0.0,0.0,0.14026,0.00255,0.00323,0.0,0.00313,0,0.0,0.00035,0.0,0.06243,0.0,0,0.00441,0.00637,0.00236,0,0.0,0.12581,0.2215,0,0.00563,0,0.0,0,0,0.03248,0.02243,0.00322,0.0,0,0.0,0.0,0.31653,0.01269,0.00896,0.00179,0.06827
Lachnoclostridium_sp_An131,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.00284,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.00411,0,0.00405,0.00005,0.0,0.0,0.00286,0.0,0,0.00221,0.0,0.0,0,0.0,0.0,0.0,0.00685,0,0.0,0.0,0.04873,0,0,0.0,0,0,0.0,0.01739,0.0,0.0,0.00241,0,0,0.0,0.0,0,0.00219,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.00179,0.0
Blautia_SGB4805,0.03004,0,0.0,0,0.00099,0.0,0.0,0.04031,0.0,0.0,0.00313,0.00784,0.0,0,0.00635,0.0,0.02277,0,0.00384,0,0.0,0,0,0.0,0.0,0.00843,0.02465,0.00638,0,0.00343,0.0,0.0,0.0,0.0,0.01735,0.00653,0.00284,0.0,0,0.0,0.0006,0.0,0.00295,0.00049,0.0,0.01995,0.00365,0,0.013,0.0023,0.0022,1.27972,0.00092,0.00021,0.00089,0.00018,0.00035,0,0.00996,0.0,0.0,0.03572,0.0,0,0.0016,0,0.01333,0.00957,0.0,0.01085,0,0.01767,0.01534,0.00941,0.0,0.00413,0.00047,0.0,0.0,0.00153,0.0,0.00178,0.00436
Lachnospiraceae_bacterium_BX3,0.2163,0.01752,0.0,0,0,0.0,0.0,0.25384,0.0,0.0,0,0.0,0.0,0.02615,0,0.0,0.0105,0.21195,0.25236,0,0.0,0,0,0.13783,0.0,0.0,0.0,0,0,0,0.05403,0.0,0.82195,0.0,0,0,0.0,0.0,0,0.0,0.00123,0.00275,0.0,0.02037,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.05612,0.2053,0,0,0.0,0.0,0.00764,0.0,0,0,0,0.23237,0.07385,0.0,0,0.0153,0.0,0.0,0,0.0,0,0.0,0.08179,0.0,0,0.00618,0.00171,0.0
